booking id,booking_date_time,gender,month,day_of_week,time_of_day,distance_travelled,time_taken,reason,toll,category,commission_base_cost,driver_base_cost,total_tax,total_trip_cost,ratings
1491807457,07-02-2018 12:16,Female,February,Wed,12:16:00,9,35,Office Event,0,Micro,27.85,111.38,10.58,150,4
1631920174,22-03-2018 22:27,Female,March,Thu,22:27:00,11,35,Late Night Ride,0,Micro,35.69,142.75,13.56,192,5
1581047865,07-03-2018 02:14,Female,March,Wed,02:14:00,10,33,NA,0,Micro,32.4,129.6,12.31,174.31,2
1403549414,08-01-2018 21:17,Female,January,Mon,21:17:00,7,48,Late Night Ride,0,Mini,0,126.66,7.07,134,4
1725947093,20-04-2018 00:03,Male,April,Fri,00:03:00,22,45,Late Night Ride,0,Prime,84.05,336.2,31.94,452,2
1974835026,19-06-2018 21:12,Male,June,Tue,21:12:00,8,45,Office to/from Home,0,Micro,42.44,169.75,16.13,228,2
1406370142,10-01-2018 02:53,Male,January,Wed,02:53:00,13,30,Office to/from Home,0,Micro,33.21,132.85,12.62,179,2
1875206647,25-05-2018 22:14,Female,May,Fri,22:14:00,17,51,Office to/from Home,35,Micro,91.16,399.64,36.39,527,3
1556056457,26-02-2018 23:05,Male,February,Mon,23:05:00,6,28,Late Night Ride,0,Micro,25.72,102.88,9.77,138.37,3
1477792146,03-02-2018 02:24,Male,February,Sat,02:24:00,3,3,Office to/from Home,0,Prime,20.91,83.64,7.94,112,3
2002507536,27-06-2018 00:40,Male,June,Wed,00:40:00,4,4,Office to/from Home,0,Micro,23.05,92.19,8.76,124,2
1971031882,18-06-2018 21:21,Male,June,Mon,21:21:00,7,49,Office to/from Home,0,Mini,46.28,185.13,17.59,249,5
OSN_1048010307,28-06-2018 04:17,Female,June,Thu,04:17:00,2,5.55,Late Night Ride,0,Mini,12.01,48.03,4.56,65,4
1972284234,19-06-2018 09:58,Male,June,Tue,09:58:00,16,54,Customer/Partner Visit,70,Mini,50.93,273.72,22.86,348,4
1522239652,16-02-2018 21:23,Male,February,Fri,21:23:00,7,49,Office to/from Home,0,Prime,46.8,187.2,17.78,251.78,3
1409037965,10-01-2018 22:24,Female,January,Wed,22:24:00,10,55,Office to/from Home,0,Mini,41.82,167.28,15.89,225,3
1513216437,13-02-2018 23:24,Female,February,Tue,23:24:00,1,2,Office to/from Home,0,Micro,12,48,4.56,64.56,3
1432811213,19-01-2018 02:14,Female,January,Fri,02:14:00,41,95,Office to/from Home,0,Mini,136.15,544.6,51.74,732,4
1436095400,20-01-2018 01:35,Female,January,Sat,01:35:00,3,4,Office to/from Home,0,Mini,18.16,72.66,6.9,98,4
1519280085,15-02-2018 23:11,Male,February,Thu,23:11:00,5,25,Office to/from Home,0,Micro,23.02,92.08,8.74,123.84,5
1942035193,12-06-2018 06:43,Male,June,Tue,06:43:00,22,45,Office to/from Home,70,Micro,52.79,281.15,23.56,358,5
1987134084,22-06-2018 23:15,Male,June,Fri,23:15:00,19,45,Office to/from Home,0,Micro,55.95,223.79,21.26,301,4
1599731462,12-03-2018 21:10,Male,March,Mon,21:10:00,5,33,NA,0,Mini,30.76,123.02,11.7,165.48,4
OSN_885771275,27-02-2018 23:14,Female,February,Tue,23:14:00,2,4.92,Office to/from Home,0,Mini,9.11,36.43,3.46,49,4
1647201121,28-03-2018 01:39,Male,March,Wed,01:39:00,5,5,Office to/from Home,0,Micro,18.77,75.1,7.14,101.01,4
1432804391,19-01-2018 01:53,Male,January,Fri,01:53:00,22,49,Office to/from Home,0,Micro,54.86,219.44,20.86,295,5
1562124583,28-02-2018 22:48,Female,February,Wed,22:48:00,6,35,Office to/from Home,0,Mini,30.28,121.12,11.51,162.91,3
1675819437,05-04-2018 21:51,Female,April,Thu,21:51:00,6,38,Office to/from Home,0,Prime,40.71,162.82,15.47,219,2
1669986903,04-04-2018 03:45,Male,April,Wed,03:45:00,10,28,Office to/from Home,0,Micro,30.28,121.12,11.51,162.91,4
1519102845,15-02-2018 21:28,Female,February,Thu,21:28:00,3,7,NA,0,Mini,20.77,83.07,7.89,111.73,3
1971447222,19-06-2018 00:53,Male,June,Tue,00:53:00,30,45,Office to/from Home,70,Micro,97.9,461.61,40.7,600,5
1542218842,22-02-2018 23:03,Female,February,Thu,23:03:00,16,55,Late Night Ride,0,Mini,50.8,203.2,19.3,273.3,4
1605371626,14-03-2018 20:35,Female,March,Wed,20:35:00,4,49,NA,0,Mini,31.04,124.16,11.78,166.98,5
1563526030,01-03-2018 13:56,Female,March,Thu,13:56:00,7,35,Customer/Partner Visit,0,Prime,37.49,149.96,14.24,201.69,4
1925581065,07-06-2018 22:15,Male,June,Thu,22:15:00,19,50,Office to/from Home,0,Mini,77.88,311.53,29.6,419,5
1469481865,31-01-2018 03:59,Female,January,Wed,03:59:00,5,11,Office to/from Home,0,Mini,24.36,97.43,9.26,131,4
1945344993,13-06-2018 02:32,Female,June,Wed,02:32:00,11,20,Office to/from Home,0,Micro,29.56,118.24,11.23,159,4
1893695739,30-05-2018 21:26,Female,May,Wed,21:26:00,31,83,Office to/from Home,35,Mini,98.12,427.48,39.03,565,3
1844879215,17-05-2018 21:34,Female,May,Thu,21:34:00,8,40,Office to/from Home,0,Micro,49.14,196.54,18.68,264,3
1845042287,17-05-2018 22:20,Female,May,Thu,22:20:00,6,29,Office to/from Home,0,Mini,41.73,166.9,15.86,224,5
1602659933,13-03-2018 21:24,Male,March,Tue,21:24:00,16,43,Late Night Ride,0,Micro,47.9,191.6,18.2,257.7,5
1679619122,06-04-2018 23:11,Female,April,Fri,23:11:00,3,35,Office to/from Home,0,Mini,43.82,175.28,16.64,235.74,3
1539088039,21-02-2018 21:41,Male,February,Wed,21:41:00,15,51,Airport/Station Ride,0,Micro,43.58,174.31,16.56,234.45,3
1516411889,15-02-2018 01:12,Female,February,Thu,01:12:00,20,38,Office to/from Hotel,0,Micro,45.16,180.64,17.16,242.96,4
1789285080,04-05-2018 22:20,Female,May,Fri,22:20:00,2,3,Office to/from Home,0,Mini,22.02,88.08,8.36,118,5
1650208679,28-03-2018 21:23,Female,March,Wed,21:23:00,4,8,Late Night Ride,0,Micro,20.26,81.04,7.7,109,4
1941584069,11-06-2018 21:41,Female,June,Mon,21:41:00,17,58,Office to/from Home,0,Micro,76.29,305.15,28.99,410,5
1555971373,26-02-2018 22:09,Female,February,Mon,22:09:00,3,5,Office to/from Home,0,Mini,20.2,80.8,7.68,108.68,4
1539076134,21-02-2018 21:46,Male,February,Wed,21:46:00,7,47,Office to/from Home,0,Micro,40.6,162.42,15.43,218.45,4
2008729873,28-06-2018 22:02,Female,June,Thu,22:02:00,3,6,Office to/from Home,0,Mini,37.55,150.18,14.27,202,5
1584023462,08-03-2018 02:25,Male,March,Thu,02:25:00,28,36,Office to/from Home,0,Micro,81.1,324.4,30.82,436.32,5
1848836299,18-05-2018 21:35,Male,May,Fri,21:35:00,21,45,Office to/from Home,0,Micro,81.06,324.22,30.82,436,3
OSN_1039589531,20-06-2018 02:01,Male,June,Wed,02:01:00,2,8.23,Late Night Ride,0,Sedan,12.12,48.48,4.6,65,3
1596052381,11-03-2018 20:36,Male,March,Sun,20:36:00,12,44,Office to/from Home,0,Prime,44.98,179.93,17.1,242.01,4
1849197001,19-05-2018 00:33,Male,May,Sat,00:33:00,6,6,Office to/from Home,0,Mini,24.16,96.64,9.18,130,2
1874992303,25-05-2018 21:22,Female,May,Fri,21:22:00,3,30,Office to/from Home,0,Micro,46.2,184.8,17.56,249,5
1837552388,15-05-2018 21:52,Female,May,Tue,21:52:00,10,37,Late Night Ride,0,Micro,39.29,157.15,14.94,211,4
1747330445,24-04-2018 23:13,Female,April,Tue,23:13:00,13,38,Late Night Ride,0,Micro,37.36,149.44,14.19,201,3
1490525732,06-02-2018 21:37,Male,February,Tue,21:37:00,10,40,Office to/from Home,0,Prime,46.88,187.52,17.82,252,3
1613341291,17-03-2018 00:35,Female,March,Sat,00:35:00,4,4,Office to/from Home,0,Micro,16.69,66.77,6.34,89.8,4
1487735793,05-02-2018 22:07,Male,February,Mon,22:07:00,14,55,Office to/from Home,0,Mini,47.72,190.88,18.12,257,5
1699647640,12-04-2018 21:43,Female,April,Thu,21:43:00,4,37,Office to/from Home,0,Mini,27.64,110.56,10.51,148.71,3
1948439771,13-06-2018 21:39,Male,June,Wed,21:39:00,15,51,Late Night Ride,0,Prime,60.59,242.38,23.03,326,2
1539081508,21-02-2018 21:38,Female,February,Wed,21:38:00,5,31,Office to/from Home,0,Micro,29.24,116.94,11.11,157.29,3
1599954179,12-03-2018 23:14,Female,March,Mon,23:14:00,20,48,Office to/from Home,0,Micro,48.51,194.06,18.43,261,3
1429467579,17-01-2018 21:44,Male,January,Wed,21:44:00,3,34,Office to/from Home,0,Mini,28.59,114.38,10.87,154,4
1971389944,18-06-2018 23:45,Male,June,Mon,23:45:00,6,37,Office to/from Home,0,Prime,43.87,175.46,16.67,236,5
1689712536,09-04-2018 21:20,Female,April,Mon,21:20:00,2,5,Office to/from Home,0,Prime,19.7,78.81,7.49,106,4
1922302688,07-06-2018 00:02,Female,June,Thu,00:02:00,0,1,Office to/from Home,0,Mini,15,60,5.7,81,1
OSN_884309781,26-02-2018 21:18,Female,February,Mon,21:18:00,2,12.57,Office to/from Home,0,Sedan,9.11,36.43,3.46,49,4
2012165861,29-06-2018 21:26,Female,June,Fri,21:26:00,14,49,Office to/from Home,0,Mini,46.84,187.36,17.8,252,4
OSN_847538195,01-02-2018 22:25,Female,February,Thu,22:25:00,16,51.13,Office to/from Home,0,Mini,27.4,144.61,12.16,184,3
1879263187,27-05-2018 01:09,Male,May,Sun,01:09:00,3,3,Office to/from Home,0,Prime,20.47,81.88,7.77,110,5
1999158161,25-06-2018 22:50,Female,June,Mon,22:50:00,13,36,Office to/from Home,0,Mini,41.68,166.72,15.84,224,1
1781271775,02-05-2018 23:11,Female,May,Wed,23:11:00,10,34,Office to/from Home,0,Mini,40.74,162.97,15.48,219,2
1510419176,12-02-2018 22:10,Female,February,Mon,22:10:00,11,60,Office to/from Home,0,Micro,40.72,162.88,15.47,219.07,4
1455023727,25-01-2018 23:24,Female,January,Thu,23:24:00,19,49,Office to/from Home,0,Prime,64.1,256.42,24.36,345,5
1870579156,24-05-2018 22:50,Male,May,Thu,22:50:00,17,49,Office to/from Home,0,Micro,76.25,305,28.98,410,4
1713991520,16-04-2018 23:45,Male,April,Mon,23:45:00,13,30,Late Night Ride,0,Prime,49.63,198.51,18.86,267,4
2012754126,30-06-2018 01:05,Male,June,Sat,01:05:00,15,48,Office to/from Home,0,Mini,48.69,194.74,18.5,262,4
1542068629,22-02-2018 21:43,Female,February,Thu,21:43:00,12,48,Office to/from Home,0,Micro,39.2,156.8,14.9,210.9,4
1986979412,22-06-2018 22:09,Female,June,Fri,22:09:00,15,50,Office to/from Home,0,Mini,98.22,392.89,37.32,528,3
1743480402,23-04-2018 22:42,Male,April,Mon,22:42:00,30,69,Office to/from Home,35,Micro,102.6,445.41,40.74,589,5
1874909443,25-05-2018 21:10,Female,May,Fri,21:10:00,31,72,Office to/from Home,70,Mini,246.9,1057.58,97.32,1402,4
1671586408,04-04-2018 15:47,Male,April,Wed,15:47:00,2,12,Office Event,0,Micro,16.12,64.48,6.12,86.72,2
1562120631,28-02-2018 22:49,Female,February,Wed,22:49:00,9,40,Office to/from Home,0,Mini,37,148,14.06,199,3
1532981304,19-02-2018 21:48,Female,February,Mon,21:48:00,11,52,Office to/from Home,0,Prime,52.2,208.8,19.84,280.84,4
1536218128,20-02-2018 23:35,Female,February,Tue,23:35:00,8,42,Late Night Ride,0,Micro,31.72,126.88,12.05,170.65,4
1513023375,13-02-2018 21:39,Male,February,Tue,21:39:00,2,24,Late Night Ride,0,Micro,19,76,7.22,102.22,3
1860435815,21-05-2018 21:39,Male,May,Mon,21:39:00,50,107,Office to/from Home,35,Micro,200.38,836.54,77.9,1115,2
1672499520,04-04-2018 20:29,Female,April,Wed,20:29:00,4,28,Office to/from Home,0,Micro,33.49,133.95,12.73,180.17,2
1841301700,16-05-2018 22:10,Male,May,Wed,22:10:00,7,38,Late Night Ride,0,Micro,32.59,130.38,12.39,175,5
2005679708,27-06-2018 23:48,Female,June,Wed,23:48:00,3,5,Office to/from Home,0,Mini,26.39,105.58,10.03,142,5
1423680565,15-01-2018 22:27,Male,January,Mon,22:27:00,6,35,Office to/from Home,0,Prime,35.29,141.16,13.41,190,5
1805331471,08-05-2018 21:54,Male,May,Tue,21:54:00,15,45,Late Night Ride,0,Micro,46.41,185.62,17.63,250,5
1929762599,08-06-2018 21:51,Male,June,Fri,21:51:00,2,4,Office to/from Home,0,Mini,22.86,91.45,8.68,123,4
1429508759,17-01-2018 22:07,Male,January,Wed,22:07:00,8,44,Office to/from Home,0,Mini,36.96,147.86,14.04,199,2
1849211479,19-05-2018 01:02,Female,May,Sat,01:02:00,5,19,Other,0,Mini,28.56,114.22,10.86,154,5
1717386515,17-04-2018 22:23,Male,April,Tue,22:23:00,10,34,Office to/from Home,0,Micro,33.26,133.05,12.64,178.95,5
1696307531,11-04-2018 22:16,Female,April,Wed,22:16:00,13,44,Late Night Ride,0,Micro,38.29,153.16,14.55,206,4
1784775694,03-05-2018 21:27,Male,May,Thu,21:27:00,30,80,Office to/from Home,35,Micro,102.97,446.9,40.88,591,3
1877739289,26-05-2018 17:48,Male,May,Sat,17:48:00,2,5,Office Event,0,Prime,31.09,124.35,11.82,167,5
1692942604,10-04-2018 22:18,Male,April,Tue,22:18:00,26,57,Office to/from Home,0,Micro,70.8,283.2,26.9,380.9,3
1532882513,19-02-2018 21:26,Male,February,Mon,21:26:00,4,33,Office to/from Home,0,Mini,27.4,109.6,10.41,147.41,3
1474917900,02-02-2018 08:19,Male,February,Fri,08:19:00,11,51,Office to/from Home,0,Mini,43.13,172.5,16.39,232,4
1801764069,07-05-2018 22:01,Female,May,Mon,22:01:00,13,47,Late Night Ride,0,Micro,45.35,181.42,17.23,244,5
1581026507,07-03-2018 01:11,Male,March,Wed,01:11:00,14,33,Office to/from Home,0,Micro,38.16,152.63,14.5,205.29,4
1999588004,26-06-2018 08:32,Male,June,Tue,08:32:00,28,75,Office to/from Home,0,Micro,77.78,311.12,29.56,418,5
1721317746,18-04-2018 21:33,Female,April,Wed,21:33:00,13,42,Office to/from Home,0,Prime,100.1,400.4,38.04,539,2
1609115408,15-03-2018 21:13,Female,March,Thu,21:13:00,29,108,Office to/from Home,35,Micro,106.13,459.54,42.08,607.75,5
1451852973,25-01-2018 05:12,Male,January,Thu,05:12:00,1,2,Office to/from Home,0,Micro,14,56,5.32,75,1
1448585256,24-01-2018 01:17,Female,January,Wed,01:17:00,4,22,Office to/from Home,0,Micro,19.99,79.95,7.6,108,3
1587063439,08-03-2018 21:40,Female,March,Thu,21:40:00,21,53,Office to/from Home,0,Micro,54.59,218.37,20.74,293.7,2
1469232786,30-01-2018 22:02,Female,January,Tue,22:02:00,2,26,Office to/from Home,0,Micro,25.23,100.92,9.58,136,5
1897442649,31-05-2018 21:43,Male,May,Thu,21:43:00,17,49,Late Night Ride,0,Mini,75.5,301.99,28.69,406,4
1890430600,30-05-2018 06:50,Female,May,Wed,06:50:00,5,5,Office to/from Home,0,Micro,0,43.51,3.49,47,5
1863634373,22-05-2018 21:48,Female,May,Tue,21:48:00,24,53,Office to/from Home,0,Mini,80.72,322.89,30.67,434,4
1496709137,08-02-2018 22:43,Female,February,Thu,22:43:00,9,40,Office to/from Home,0,Mini,37.62,150.47,14.29,202,5
1894006743,30-05-2018 23:02,Female,May,Wed,23:02:00,4,5,Office to/from Home,0,Micro,15.8,63.2,6,85,3
1675957875,05-04-2018 23:20,Female,April,Thu,23:20:00,10,42,Office to/from Home,0,Mini,37.92,151.67,14.41,204,5
1608823331,15-03-2018 20:00,Female,March,Thu,20:00:00,8,63,Customer/Partner Visit,0,Prime,35.38,141.51,13.45,190.34,4
1945219090,12-06-2018 22:56,Female,June,Tue,22:56:00,16,50,Office to/from Home,35,Micro,44.68,213.72,18.73,277,4
1983009844,22-06-2018 00:15,Female,June,Fri,00:15:00,2,3,Office to/from Home,0,Prime,19.37,77.48,7.36,104,5
1726024499,20-04-2018 02:19,Male,April,Fri,02:19:00,30,45,Office to/from Home,70,Micro,72.79,361.16,31.16,465,4
1432888888,19-01-2018 05:32,Male,January,Fri,05:32:00,1,2,Late Night Ride,0,Mini,14.06,56.24,5.34,76,3
1559112146,28-02-2018 03:48,Female,February,Wed,03:48:00,8,7,Office to/from Home,0,Mini,29.78,119.11,11.32,160.21,4
1406230615,09-01-2018 22:53,Female,January,Tue,22:53:00,30,64,Office to/from Home,60,Micro,81.76,387.04,34.07,503,4
1703503007,13-04-2018 22:07,Male,April,Fri,22:07:00,3,9,Office to/from Home,0,Prime,29.93,119.7,11.38,161.01,5
1837673701,15-05-2018 22:42,Male,May,Tue,22:42:00,30,54,Office to/from Home,70,Mini,90.08,430.32,37.73,558,5
1436090154,20-01-2018 01:21,Female,January,Sat,01:21:00,10,37,Office to/from Home,0,Micro,42.87,171.5,16.3,231,5
1562217322,28-02-2018 23:57,Male,February,Wed,23:57:00,34,65,Office to/from Home,60,Micro,98.2,452.8,40.32,591.32,1
1914413814,04-06-2018 20:48,Female,June,Mon,20:48:00,4,26,Office to/from Home,0,Prime,45.12,180.48,17.14,243,5
1902254721,02-06-2018 02:12,Male,June,Sat,02:12:00,3,22,Office to/from Home,0,Micro,20.7,82.81,7.86,111,5
1578032330,05-03-2018 23:24,Male,March,Mon,23:24:00,4,6,Office to/from Home,0,Mini,22.85,91.39,8.68,122.92,4
1561957211,28-02-2018 21:30,Female,February,Wed,21:30:00,5,37,Office to/from Home,0,Mini,29.48,117.92,11.21,158.61,3
1542320253,23-02-2018 00:59,Female,February,Fri,00:59:00,12,35,Office to/from Home,0,Micro,34.66,138.64,13.17,186.47,1
1925755846,08-06-2018 00:36,Female,June,Fri,00:36:00,1,2,Office to/from Home,0,Micro,19.2,76.8,7.3,103,4
1590269235,09-03-2018 21:49,Male,March,Fri,21:49:00,3,7,Office to/from Home,0,Prime,23.13,92.54,8.79,124.46,4
OSN_1031259967,12-06-2018 01:28,Male,June,Tue,01:28:00,2,8.15,Late Night Ride,0,Mini,12.01,48.03,4.56,65,4
1948739207,14-06-2018 01:45,Female,June,Thu,01:45:00,7,16,Office to/from Home,0,Prime,33.18,132.72,12.62,179,4
1384964723,02-01-2018 11:27,Female,January,Tue,11:27:00,2,5,Office Event,0,Mini,18.07,72.3,6.87,97,4
1474652045,02-02-2018 00:07,Male,February,Fri,00:07:00,27,58,Office to/from Home,0,Micro,69.6,278.4,26.45,374,3
1522401553,16-02-2018 22:16,Female,February,Fri,22:16:00,10,65,Office to/from Home,0,Mini,44.8,179.2,17.02,241.02,4
1423623665,15-01-2018 22:08,Female,January,Mon,22:08:00,7,48,Office to/from Home,0,Micro,33.28,133.12,12.65,179,5
1533218369,20-02-2018 00:22,Female,February,Tue,00:22:00,2,3,Office to/from Home,0,Prime,18.6,74.4,7.07,100.07,4
1557756493,27-02-2018 15:47,Female,February,Tue,15:47:00,2,3,Other,0,Mini,17.16,68.64,6.52,92.32,3
1587269713,08-03-2018 23:44,Female,March,Thu,23:44:00,11,35,Office to/from Home,0,Micro,33.22,132.88,12.62,178.72,1
1451364220,24-01-2018 21:17,Female,January,Wed,21:17:00,21,46,Office to/from Home,0,Mini,59.57,238.27,22.64,320,5
1841468751,16-05-2018 23:59,Female,May,Wed,23:59:00,2,3,Office to/from Home,0,Mini,17.84,71.38,6.78,96,2
1379681388,01-01-2018 01:02,Male,January,Mon,01:02:00,34,0,Late Night Ride,0,Mini Rentals,188.2,752.8,71.52,1013,4
1809050103,09-05-2018 21:17,Male,May,Wed,21:17:00,20,76,Late Night Ride,35,Mini,92.62,405.5,36.95,535,4
1386687474,02-01-2018 21:58,Female,January,Tue,21:58:00,7,40,Office to/from Home,0,Prime,43.73,174.94,16.62,235,4
1925657409,07-06-2018 22:43,Female,June,Thu,22:43:00,11,37,Office to/from Home,0,Micro,34.57,138.29,13.13,186,5
1824333622,12-05-2018 23:27,Female,May,Sat,23:27:00,7,31,Other,0,Mini,74.92,299.67,28.46,403,4
1602851481,13-03-2018 23:32,Male,March,Tue,23:32:00,3,19,Office to/from Home,0,Mini,25.39,101.55,9.66,136.6,5
1948636538,13-06-2018 23:21,Male,June,Wed,23:21:00,19,48,Office to/from Home,0,Mini,81.6,326.39,31.01,439,5
1395318949,06-01-2018 01:56,Female,January,Sat,01:56:00,13,33,Office to/from Home,0,Micro,37.76,151.03,14.35,203,5
1605652361,14-03-2018 22:00,Female,March,Wed,22:00:00,31,54,Office to/from Home,0,Mini,91.36,365.44,34.72,491.52,4
1975124680,19-06-2018 23:32,Female,June,Tue,23:32:00,4,5,Office to/from Home,0,Micro,24.35,97.4,9.25,131,4
1867088074,23-05-2018 22:17,Female,May,Wed,22:17:00,36,92,Late Night Ride,35,Mini,116.93,502.72,46.18,666,5
OSN_893245247,05-03-2018 21:04,Male,March,Mon,21:04:00,2,18.82,Office to/from Home,0,Mini,8.36,33.46,3.18,45,2
1699635454,12-04-2018 22:00,Female,April,Thu,22:00:00,25,56,NA,0,Micro,66.35,265.41,25.21,356.97,4
1513344218,14-02-2018 03:56,Male,February,Wed,03:56:00,10,30,Office to/from Home,0,Micro,29.56,118.26,11.23,159.05,3
1860693332,22-05-2018 01:14,Male,May,Tue,01:14:00,2,3,Office to/from Home,0,Mini,17.96,71.84,6.82,97,1
1696175279,11-04-2018 21:18,Male,April,Wed,21:18:00,31,82,Office to/from Home,35,Mini,97.28,424.12,38.72,560.12,5
1536016083,20-02-2018 21:33,Female,February,Tue,21:33:00,12,51,Office to/from Home,0,Mini,44.43,177.73,16.89,239.05,4
1635188251,23-03-2018 22:26,Male,March,Fri,22:26:00,11,53,Office to/from Home,0,Mini,48.7,194.79,18.51,262,3
1699928483,13-04-2018 01:23,Female,April,Fri,01:23:00,53,87,Office to/from Home,35,Micro,154.46,652.84,60.44,867.74,3
1466731884,30-01-2018 00:06,Female,January,Tue,00:06:00,7,21,Office to/from Home,0,Micro,32.29,129.15,12.28,174,5
1609412035,16-03-2018 01:22,Male,March,Fri,01:22:00,21,52,Office to/from Home,0,Micro,67.72,270.9,25.72,364.34,5
1699923999,13-04-2018 01:14,Male,April,Fri,01:14:00,4,5,Late Night Ride,0,Micro,16.36,65.42,6.21,87.99,5
OSN_830114007,19-01-2018 23:24,Male,January,Fri,23:24:00,3,31.33,Late Night Ride,0,Sedan,10.22,40.89,3.88,55,4
1893507715,30-05-2018 21:20,Male,May,Wed,21:20:00,16,0,Other,0,Prime Rentals,279.8,1119.2,106.32,1505,3
1875172175,25-05-2018 22:08,Male,May,Fri,22:08:00,7,35,Office to/from Home,0,Prime,55.2,220.82,20.98,297,5
1717415355,17-04-2018 22:34,Male,April,Tue,22:34:00,5,29,Office to/from Home,0,Micro,26.35,105.42,10.01,141.78,4
1978635667,20-06-2018 21:30,Male,June,Wed,21:30:00,6,42,Late Night Ride,0,Mini,43.68,174.72,16.6,235,5
1897390049,31-05-2018 21:35,Female,May,Thu,21:35:00,2,5,Office to/from Home,0,Mini,25.66,102.62,9.75,138,4
1915058897,05-06-2018 00:19,Female,June,Tue,00:19:00,1,2,Office to/from Home,0,Micro,16.8,67.2,6.38,90,3
1897421274,31-05-2018 21:34,Male,May,Thu,21:34:00,2,4,Office to/from Home,0,Micro,19.7,78.81,7.49,106,4
1522408586,16-02-2018 22:14,Male,February,Fri,22:14:00,4,21,Office to/from Home,0,Micro,21.22,84.88,8.06,114.16,4
1538295304,21-02-2018 17:50,Male,February,Wed,17:50:00,29,146,Office Event,60,Micro,101.88,467.51,41.72,611.11,1
1860417085,21-05-2018 21:33,Male,May,Mon,21:33:00,11,41,Office to/from Home,0,Micro,38.13,152.5,14.49,205,5
1941663987,11-06-2018 22:09,Male,June,Mon,22:09:00,27,64,Office to/from Home,0,Micro,99.96,399.84,37.98,538,4
1986895386,22-06-2018 21:51,Female,June,Fri,21:51:00,3,25,Office to/from Home,0,Micro,50.36,201.43,19.14,271,3
1941824509,11-06-2018 23:50,Male,June,Mon,23:50:00,15,44,Office to/from Home,35,Micro,44.92,214.7,18.83,278,2
1925534325,07-06-2018 21:43,Male,June,Thu,21:43:00,13,49,Office to/from Home,0,Prime,67.29,269.14,25.57,362,1
1948560367,13-06-2018 22:26,Male,June,Wed,22:26:00,3,18,Office to/from Home,0,Micro,26.77,107.07,10.18,144,5
1609135429,15-03-2018 21:18,Male,March,Thu,21:18:00,3,30,Office to/from Home,0,Micro,25.09,100.37,9.54,135,5
1532964238,19-02-2018 21:40,Male,February,Mon,21:40:00,3,7,Office to/from Home,0,Micro,16.4,65.6,6.23,88.23,3
1725615702,19-04-2018 21:46,Male,April,Thu,21:46:00,26,66,Office to/from Home,0,Mini,90.62,362.5,34.44,488,1
1974980263,19-06-2018 22:07,Female,June,Tue,22:07:00,2,6,Late Night Ride,0,Mini,19.26,77.05,7.32,104,4
1650445277,28-03-2018 23:40,Female,March,Wed,23:40:00,4,5,NA,0,Micro,17.83,71.31,6.78,95.92,2
1409033972,10-01-2018 22:25,Female,January,Wed,22:25:00,10,34,Office to/from Home,0,Prime,45.38,181.52,17.25,244,3
1539014398,21-02-2018 21:18,Female,February,Wed,21:18:00,7,44,Late Night Ride,0,Mini,33.8,135.2,12.84,181.84,4
1395093516,05-01-2018 21:57,Female,January,Fri,21:57:00,4,28,Late Night Ride,0,Mini,26.36,105.42,10.01,142,5
1879114953,26-05-2018 23:06,Male,May,Sat,23:06:00,15,42,Late Night Ride,0,Mini,70.73,282.92,26.88,381,4
1490669189,06-02-2018 22:55,Male,February,Tue,22:55:00,4,5,Late Night Ride,0,Micro,15.32,61.29,5.82,82,3
1423587283,15-01-2018 21:51,Female,January,Mon,21:51:00,10,38,Office to/from Home,0,Micro,33.16,132.64,12.6,178,5
1605253243,14-03-2018 19:42,Female,March,Wed,19:42:00,6,47,Office Event,0,Mini,32.84,131.36,12.48,176.68,5
1496827012,09-02-2018 00:18,Male,February,Fri,00:18:00,30,68,Office to/from Home,0,Mini,94.41,377.65,35.87,508,3
1675777417,05-04-2018 21:39,Male,April,Thu,21:39:00,12,45,Office to/from Home,0,Mini,46.56,186.24,17.69,250.49,5
1841147764,16-05-2018 21:19,Female,May,Wed,21:19:00,7,31,Office to/from Home,0,Mini,89.3,357.21,33.94,480,4
1844879080,17-05-2018 21:18,Female,May,Thu,21:18:00,32,81,Late Night Ride,35,Mini,137.36,584.44,53.94,776,2
1930312436,09-06-2018 06:44,Female,June,Sat,06:44:00,1,3,Office to/from Home,0,Mini,16.84,67.36,6.4,91,4
1653879756,30-03-2018 01:34,Female,March,Fri,01:34:00,7,27,Office to/from Home,0,Mini,30.28,121.12,11.51,162.91,3
1408975269,10-01-2018 21:56,Male,January,Wed,21:56:00,11,44,Office to/from Home,0,Mini,41.37,165.49,15.72,223,3
1392433726,04-01-2018 22:00,Female,January,Thu,22:00:00,15,45,Late Night Ride,0,Mini,50.97,203.9,19.37,274,4
1526048516,18-02-2018 01:59,Female,February,Sun,01:59:00,3,3,Office to/from Home,0,Mini,19.8,79.2,7.52,106.52,3
2002526345,27-06-2018 01:33,Female,June,Wed,01:33:00,30,48,Office to/from Home,0,Mini,86.64,346.56,32.93,466,2
1602702231,13-03-2018 21:42,Female,March,Tue,21:42:00,8,49,Late Night Ride,0,Mini,38.95,155.79,14.8,209.54,4
1435670218,19-01-2018 21:08,Male,January,Fri,21:08:00,7,31,Late Night Ride,0,Mini,56.88,227.5,21.62,306,4
1921968093,06-06-2018 21:10,Male,June,Wed,21:10:00,31,68,Office to/from Home,70,Mini,122.82,561.3,50.17,734,5
